YEAR,QUARTER,MONTH NAME,MONTH NUMBER,DATE,REGION,CHAPTER,STATE,FIELD OFFICE,REGION NUMBER
2026,Q1,March,3,3/1/2026,WEST,California,CA,San Diego Office,7
2026,Q2,April,4,4/1/2026,WEST,California,CA,San Diego Office,7
2026,Q2,May,5,5/1/2026,WEST,California,CA,San Diego Office,7
2026,Q2,June,6,6/1/2026,WEST,California,CA,San Diego Office,7
2026,Q3,July,7,7/1/2026,WEST,California,CA,San Diego Office,7
2026,Q3,August,8,8/1/2026,WEST,California,CA,San Diego Office,7
2026,Q3,September,9,9/1/2026,WEST,California,CA,San Diego Office,7
2026,Q4,October,10,10/1/2026,WEST,California,CA,San Diego Office,7
2026,Q4,November,11,11/1/2026,WEST,California,CA,San Diego Office,7
2026,Q4,December,12,12/1/2026,WEST,California,CA,San Diego Office,7
2026,Q1,January,1,1/1/2026,WEST,California,CA,Bay Area Office,7
2026,Q1,February,2,2/1/2026,WEST,California,CA,Bay Area Office,7
2026,Q1,March,3,3/1/2026,WEST,California,CA,Bay Area Office,7
2026,Q2,April,4,4/1/2026,WEST,California,CA,Bay Area Office,7
2026,Q2,May,5,5/1/2026,WEST,California,CA,Bay Area Office,7
2026,Q2,June,6,6/1/2026,WEST,California,CA,Bay Area Office,7
2026,Q3,July,7,7/1/2026,WEST,California,CA,Bay Area Office,7
2026,Q3,August,8,8/1/2026,WEST,California,CA,Bay Area Office,7
2026,Q3,September,9,9/1/2026,WEST,California,CA,Bay Area Office,7
2026,Q4,October,10,10/1/2026,WEST,California,CA,Bay Area Office,7
2026,Q4,November,11,11/1/2026,WEST,California,CA,Bay Area Office,7
2026,Q4,December,12,12/1/2026,WEST,California,CA,Bay Area Office,7
2026,Q1,January,1,1/1/2026,WEST,California,CA,Sacramento Office,7
2026,Q1,February,2,2/1/2026,WEST,California,CA,Sacramento Office,7
2026,Q1,March,3,3/1/2026,WEST,California,CA,Sacramento Office,7
2026,Q2,April,4,4/1/2026,WEST,California,CA,Sacramento Office,7
2026,Q2,May,5,5/1/2026,WEST,California,CA,Sacramento Office,7
2026,Q2,June,6,6/1/2026,WEST,California,CA,Sacramento Office,7
2026,Q3,July,7,7/1/2026,WEST,California,CA,Sacramento Office,7
2026,Q3,August,8,8/1/2026,WEST,California,CA,Sacramento Office,7
2026,Q3,September,9,9/1/2026,WEST,California,CA,Sacramento Office,7
2026,Q4,October,10,10/1/2026,WEST,California,CA,Sacramento Office,7
2026,Q4,November,11,11/1/2026,WEST,California,CA,Sacramento Office,7
2026,Q4,December,12,12/1/2026,WEST,California,CA,Sacramento Office,7
2026,Q1,January,1,1/1/2026,DMV,DMV Other,VA,Alexandria Office,1
2026,Q1,February,2,2/1/2026,DMV,DMV Other,VA,Alexandria Office,1
2026,Q1,March,3,3/1/2026,DMV,DMV Other,VA,Alexandria Office,1
2026,Q2,April,4,4/1/2026,DMV,DMV Other,VA,Alexandria Office,1
2026,Q2,May,5,5/1/2026,DMV,DMV Other,VA,Alexandria Office,1
2026,Q2,June,6,6/1/2026,DMV,DMV Other,VA,Alexandria Office,1
2026,Q3,July,7,7/1/2026,DMV,DMV Other,VA,Alexandria Office,1
2026,Q3,August,8,8/1/2026,DMV,DMV Other,VA,Alexandria Office,1
2026,Q3,September,9,9/1/2026,DMV,DMV Other,VA,Alexandria Office,1
2026,Q4,October,10,10/1/2026,DMV,DMV Other,VA,Alexandria Office,1
2026,Q4,November,11,11/1/2026,DMV,DMV Other,VA,Alexandria Office,1
2026,Q4,December,12,12/1/2026,DMV,DMV Other,VA,Alexandria Office,1
2026,Q1,January,1,1/1/2026,DMV,Virginia,VA,Richmond Office,1
2026,Q1,February,2,2/1/2026,DMV,Virginia,VA,Richmond Office,1
2026,Q1,March,3,3/1/2026,DMV,Virginia,VA,Richmond Office,1
2026,Q2,April,4,4/1/2026,DMV,Virginia,VA,Richmond Office,1
2026,Q2,May,5,5/1/2026,DMV,Virginia,VA,Richmond Office,1
2026,Q2,June,6,6/1/2026,DMV,Virginia,VA,Richmond Office,1
2026,Q3,July,7,7/1/2026,DMV,Virginia,VA,Richmond Office,1
2026,Q3,August,8,8/1/2026,DMV,Virginia,VA,Richmond Office,1
2026,Q3,September,9,9/1/2026,DMV,Virginia,VA,Richmond Office,1
2026,Q4,October,10,10/1/2026,DMV,Virginia,VA,Richmond Office,1
2026,Q4,November,11,11/1/2026,DMV,Virginia,VA,Richmond Office,1
2026,Q4,December,12,12/1/2026,DMV,Virginia,VA,Richmond Office,1
2026,Q1,January,1,1/1/2026,SOUTHEAST,Southeast Other,FL,Miami Office,6
2026,Q1,February,2,2/1/2026,SOUTHEAST,Southeast Other,FL,Miami Office,6
2026,Q1,March,3,3/1/2026,SOUTHEAST,Southeast Other,FL,Miami Office,6
2026,Q2,April,4,4/1/2026,SOUTHEAST,Southeast Other,FL,Miami Office,6
2026,Q2,May,5,5/1/2026,SOUTHEAST,Southeast Other,FL,Miami Office,6
2026,Q2,June,6,6/1/2026,SOUTHEAST,Southeast Other,FL,Miami Office,6
2026,Q3,July,7,7/1/2026,SOUTHEAST,Southeast Other,FL,Miami Office,6
2026,Q3,August,8,8/1/2026,SOUTHEAST,Southeast Other,FL,Miami Office,6
2026,Q3,September,9,9/1/2026,SOUTHEAST,Southeast Other,FL,Miami Office,6
2026,Q4,October,10,10/1/2026,SOUTHEAST,Southeast Other,FL,Miami Office,6
2026,Q4,November,11,11/1/2026,SOUTHEAST,Southeast Other,FL,Miami Office,6
2026,Q4,December,12,12/1/2026,SOUTHEAST,Southeast Other,FL,Miami Office,6
2026,Q1,January,1,1/1/2026,SOUTHEAST,Florida,FL,Tampa Office,6
2026,Q1,February,2,2/1/2026,SOUTHEAST,Florida,FL,Tampa Office,6
2026,Q1,March,3,3/1/2026,SOUTHEAST,Florida,FL,Tampa Office,6
2026,Q2,April,4,4/1/2026,SOUTHEAST,Florida,FL,Tampa Office,6
2026,Q2,May,5,5/1/2026,SOUTHEAST,Florida,FL,Tampa Office,6
2026,Q2,June,6,6/1/2026,SOUTHEAST,Florida,FL,Tampa Office,6
2026,Q3,July,7,7/1/2026,SOUTHEAST,Florida,FL,Tampa Office,6
2026,Q3,August,8,8/1/2026,SOUTHEAST,Florida,FL,Tampa Office,6
2026,Q3,September,9,9/1/2026,SOUTHEAST,Florida,FL,Tampa Office,6
2026,Q4,October,10,10/1/2026,SOUTHEAST,Florida,FL,Tampa Office,6
2026,Q4,November,11,11/1/2026,SOUTHEAST,Florida,FL,Tampa Office,6
2026,Q4,December,12,12/1/2026,SOUTHEAST,Florida,FL,Tampa Office,6
2026,Q1,January,1,1/1/2026,SOUTHEAST,Florida,FL,Orlando Office,6
2026,Q1,February,2,2/1/2026,SOUTHEAST,Florida,FL,Orlando Office,6
2026,Q1,March,3,3/1/2026,SOUTHEAST,Florida,FL,Orlando Office,6
2026,Q2,April,4,4/1/2026,SOUTHEAST,Florida,FL,Orlando Office,6
2026,Q2,May,5,5/1/2026,SOUTHEAST,Florida,FL,Orlando Office,6
2026,Q2,June,6,6/1/2026,SOUTHEAST,Florida,FL,Orlando Office,6
2026,Q3,July,7,7/1/2026,SOUTHEAST,Florida,FL,Orlando Office,6
2026,Q3,August,8,8/1/2026,SOUTHEAST,Florida,FL,Orlando Office,6
2026,Q3,September,9,9/1/2026,SOUTHEAST,Florida,FL,Orlando Office,6
2026,Q4,October,10,10/1/2026,SOUTHEAST,Florida,FL,Orlando Office,6
2026,Q4,November,11,11/1/2026,SOUTHEAST,Florida,FL,Orlando Office,6
2026,Q4,December,12,12/1/2026,SOUTHEAST,Florida,FL,Orlando Office,6
2026,Q1,January,1,1/1/2026,MIDWEST 2,Midwest 2,MO,St. Louis Office,3
2026,Q1,February,2,2/1/2026,MIDWEST 2,Midwest 2,MO,St. Louis Office,3
2026,Q1,March,3,3/1/2026,MIDWEST 2,Midwest 2,MO,St. Louis Office,3
2026,Q2,April,4,4/1/2026,MIDWEST 2,Midwest 2,MO,St. Louis Office,3
2026,Q2,May,5,5/1/2026,MIDWEST 2,Midwest 2,MO,St. Louis Office,3
2026,Q2,June,6,6/1/2026,MIDWEST 2,Midwest 2,MO,St. Louis Office,3
2026,Q3,July,7,7/1/2026,MIDWEST 2,Midwest 2,MO,St. Louis Office,3
2026,Q3,August,8,8/1/2026,MIDWEST 2,Midwest 2,MO,St. Louis Office,3
2026,Q3,September,9,9/1/2026,MIDWEST 2,Midwest 2,MO,St. Louis Office,3
2026,Q4,October,10,10/1/2026,MIDWEST 2,Midwest 2,MO,St. Louis Office,3
2026,Q4,November,11,11/1/2026,MIDWEST 2,Midwest 2,MO,St. Louis Office,3
2026,Q4,December,12,12/1/2026,MIDWEST 2,Midwest 2,MO,St. Louis Office,3
